playerId,shortName,team,position,height,foot,age,value,marketValue,minutesPlayed,goals,X_pass_mean,X_pass_std,Y_pass_mean,Y_pass_std,forward_passes,smart_passes,pass_end_z1,pass_end_z2,pass_end_z3,pass_end_z4,pass_end_z5,pass_end_z6,pass_end_z7,pass_end_z8,pass_end_z9,pass_reception_z1,pass_reception_z2,pass_reception_z3,pass_reception_z4,pass_reception_z5,pass_reception_z6,pass_reception_z7,pass_reception_z8,pass_reception_z9,dribble_z1,dribble_z2,dribble_z3,dribble_z4,dribble_z5,dribble_z6,dribble_z7,dribble_z8,dribble_z9,cross_z1,cross_z2,cross_z3,cross_z4,shot_z1,shot_z2,shot_z3,shot_z4,shot_wleft,shot_wright,shot_whead,defense_z1,defense_z2,defense_z3,defense_z4,defense_z5,defense_z6,defense_z7,defense_z8,defense_z9,defense_z10,defense_z11,defense_z12,clearances_per90,interceptions_per90,tackles_per90,loose_ball_won_per90,final_third_recovery_per90,air_success,headers_per90,ABCD,BACD,BCAD,BCDA,ABAB,BABA,ABAC,BABC,BCBA,ABCA,BACB,BCAB,ABCB,BACA,BCAC,flow_centrality
36,T. Alderweireld,Tottenham Hotspur,Defender,187,right,29,40000000," $40,000,000 ",1170,0,8.029718876,10.41756418,14.85301205,16.69371575,0.64142539,0.001265823,0.097468354,0.220253165,0.178481013,0.093670886,0.097468354,0.188607595,0.026582278,0.008860759,0.050632911,0.033182504,0.245852187,0.423831071,0.028657617,0.051282051,0.191553544,0.001508296,0.009049774,0.015082956,0,0,0.192307692,0,0,0.192307692,0,0,0,0.076923077,0.538461538,0,0,0.461538461,0.153846154,0.153846154,0,0.1,0.7,0.2,0.09,0.09,0.21,0.06,0.04,0.33,0.02,0,0.11,0.02,0,0.03,2.307692308,4.153846154,1.307692308,1,0.384615385,0.418181818,5.846153846,22.53846154,24,23.92307692,18.76923077,0.615384615,0.769230769,6,3.538461538,5.923076923,2.769230769,3.153846154,2.461538462,5.384615385,5.846153846,3.307692308,0.474259334
48,J. Vertonghen,Tottenham Hotspur,Defender,189,left,31,32000000," $32,000,000 ",3204,0,6.964338344,9.240699763,12.77424108,14.62790316,0.629113924,0.001419782,0.186464742,0.247988642,0.072408897,0.24704212,0.101751065,0.053478467,0.03076195,0.010411737,0.011358258,0.468848332,0.195720579,0.00377596,0.237885463,0.074889868,0,0.014474512,0.004405286,0,0.216693419,0.108346709,0,0.07223114,0,0,0.07223114,0,0.03611557,0.365168539,0,0.140449438,0,0.393258427,0.196629214,0.028089888,0.028089888,0.652173913,0.173913043,0.173913043,0.180555556,0.086805556,0.048611111,0.319444444,0.072916667,0.03125,0.152777778,0.065972222,0.006944444,0.017361111,0.010416667,0.006944444,2.387640449,5.926966292,1.994382022,1.601123596,0.646067416,0.643192488,8.314606742,22.2752809,21.88202247,21.71348315,16.54494382,0.674157303,0.533707865,5.028089888,3.904494382,5.421348315,2.640449438,1.938202247,1.994382022,5.140449438,4.550561798,3.539325843,0.480532028
54,C. Eriksen,Tottenham Hotspur,Midfielder,180,right,26,80000000," $80,000,000 ",3226,10,5.38350939,7.939523267,9.210093897,13.21737581,0.420765027,0.023294509,0.064337216,0.088186356,0.08985025,0.161952302,0.178036606,0.156960621,0.073211314,0.049916805,0.091514143,0.059779454,0.077190946,0.094602438,0.16540917,0.282646547,0.188044109,0.038305281,0.030760302,0.063261753,0.065096095,0,0.130192188,0.260384377,0,0.130192188,0.195288283,0.130192188,0,0.725356479,1.590204588,0.278983261,0.474271544,1.394916305,0.278983261,0.334779913,0.223186609,0.3375,0.65,0.0125,0.040740741,0.014814815,0.033333333,0.118518519,0.066666667,0.107407407,0.122222222,0.125925926,0.177777778,0.048148148,0.055555556,0.088888889,0.390576565,3.013019219,0.809051457,1.255424675,2.064476131,0.288461538,3.626782393,14.73031618,16.23682579,17.71543707,18.71977681,0.669559826,0.976441414,4.128952263,4.352138872,3.822070676,3.654680719,2.259764414,3.013019219,3.738375697,4.57532548,4.770613763,0.464145917
74,R. Klavan,Cagliari,Defender,187,left,32,3500000," $3,500,000 ",1440,1,6.852287582,8.659710919,15.18431373,14.83689442,0.659292035,0.003802281,0.224334601,0.284220532,0.103612167,0.208174905,0.067490494,0.038022814,0.017110266,0.006653992,0.007604563,0.50617284,0.307407407,0,0.132098765,0.04691358,0.002469136,0.003703704,0,0.001234568,0.1875,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0.0625,0.0625,0.5,0,0.5,0.153153153,0.099099099,0.054054054,0.387387387,0.108108108,0.018018018,0.144144144,0.018018018,0,0,0.018018018,0,2.375,4.6875,1.875,0.8125,0.125,0.440366972,6.125,21.5,25.0625,23.9375,15.875,1.375,1.25,9.5,3.6875,7.0625,3.625,3.6875,2.1875,8.125,9.125,4.125,0.475945525
77,N. Moisander,Werder Bremen,Defender,183,left,32,2500000," $2,500,000 ",2250,2,7.280400572,9.573618043,13.42012399,15.87346901,0.668079096,0.001603849,0.210906175,0.229350441,0.132317562,0.180433039,0.094627105,0.060946271,0.021651965,0.020048115,0.007217322,0.553047404,0.250564334,0.003386005,0.135440181,0.05530474,0.001128668,0,0.001128668,0,0.146666667,0.244444445,0,0.048888889,0,0,0,0,0,0.28,0.04,0,0,0.12,0.04,0.32,0.08,0.428571429,0.214285714,0.357142857,0.141361257,0.12565445,0.041884817,0.272251309,0.162303665,0.015706806,0.136125654,0.062827225,0.015706806,0.005235602,0.015706806,0.005235602,3.12,6.52,1.52,1.72,0.64,0.464285714,5.84,12.92,14.2,14.16,10.48,0.92,1.12,5.76,2.16,2.96,2.08,1.36,1.48,3.64,5,2.08,0.431481897
93,J. Guomundsson,Burnley,Midfielder,186,left,27,10000000," $10,000,000 ",2825,2,3.440168687,7.025175462,5.011070111,10.84652153,0.323809524,0.011382114,0.06504065,0.06504065,0.17398374,0.104065041,0.095934959,0.193495935,0.073170732,0.092682927,0.087804878,0.058064516,0.025806452,0.124193548,0.085483871,0.093548387,0.314516129,0.091935484,0.037096774,0.169354839,0.065309735,0.065309735,0.130619469,0.130619469,0.065309735,0.457168142,0,0,0.326548673,0.76460177,1.879646018,0.509734513,0.414159292,0.892035398,0.191150442,0.159292035,0.350442478,0.82,0.1,0.08,0.053941909,0.033195021,0.186721992,0.058091286,0.058091286,0.170124481,0.070539419,0.041493776,0.199170124,0.037344398,0.020746888,0.070539419,0.700884956,3.153982301,0.796460177,1.019469027,1.178761062,0.42,3.185840708,4.14159292,3.695575221,3.6,5.989380531,0.127433628,0.286725664,1.051327434,1.019469027,0.796460177,0.700884956,0.669026549,0.828318584,0.860176991,0.76460177,1.433628319,0.321934817
102,Marcelo,Olympique Lyonnais,Defender,191,right,31,9000000," $9,000,000 ",3147,3,7.645531197,10.15501401,15.15109612,16.50168998,0.666666667,0,0.147074611,0.253354804,0.231347289,0.038110574,0.052603328,0.210413312,0.003220612,0.006977992,0.024691358,0.016197183,0.380985915,0.477464789,0.001408451,0.045774648,0.073239437,0.000704225,0.003521127,0.000704225,0,0,0.028598665,0,0,0,0,0,0,0.028598665,0.057197331,0,0,0,0.057197331,0.457578646,0.057197331,0,0.25,0.75,0.064655172,0.129310345,0.224137931,0.017241379,0.120689655,0.262931034,0.00862069,0.021551724,0.112068966,0,0.030172414,0.00862069,3.746425167,6.491897045,1.572926597,1.42993327,0.114394662,0.735294118,7.464251668,17.9313632,21.19161106,21.33460439,12.84080076,0.486177312,0.428979981,5.633937083,2.087702574,5.490943756,3.260247855,1.601525262,1.201143947,5.204957102,5.319351764,1.830314585,0.470431181
107,E. Pieters,Stoke City,Defender,182,left,29,6000000," $6,000,000 ",2720,0,4.515539305,8.578225315,5.134369287,10.44913859,0.395773295,0.002594034,0.298313878,0.137483787,0.019455253,0.286640726,0.064850843,0.011673152,0.097276265,0.036316472,0.007782101,0.396054628,0.028831563,0.004552352,0.393019727,0.025796662,0,0.148710167,0.003034901,0,0.303308824,0,0,0.060661764,0,0,0.303308824,0,0,1.985294118,0,0.496323529,0,0.066176471,0.033088235,0,0,1,0,0,0.343589744,0.043589744,0.007692308,0.317948718,0.048717949,0.002564103,0.151282051,0.023076923,0.007692308,0.046153846,0.002564103,0.005128205,2.415441176,7.047794118,2.481617647,1.6875,1.191176471,0.513274336,5.757352941,7.113970588,6.419117647,5.988970588,7.477941176,0.363970588,0.231617647,0.992647059,2.647058824,1.191176471,0.926470588,0.827205882,1.158088235,1.125,1.125,2.349264706,0.386950036
110,J. Willems,Eintracht Frankfurt,Defender,169,left,24,7000000," $7,000,000 ",1664,0,3.73853525,7.521299457,4.973305955,10.90437762,0.454861111,0.024943311,0.272108844,0.095238095,0.011337868,0.263038549,0.052154195,0.009070295,0.133786848,0.077097506,0.01814059,0.327411168,0.002538071,0.007614213,0.421319797,0.002538071,0.007614213,0.215736041,0.007614213,0.007614213,0.631009616,0,0,0.721153845,0,0.090144231,0.721153845,0,0,2.001201923,0.162259615,0.432692308,0,0.432692307,0.432692307,0.054086538,0,0.705882353,0.235294118,0.058823529,0.287958115,0,0.02617801,0.392670157,0.005235602,0,0.204188482,0.010471204,0.005235602,0.057591623,0,0.010471204,1.352163462,5.354567308,2.217548077,1.460336538,1.243990385,0.391304348,3.677884615,6.057692308,5.030048077,4.867788462,6.977163462,0.162259615,0.216346154,1.081730769,1.838942308,1.081730769,0.757211538,1.243990385,0.919471154,1.135817308,1.081730769,1.730769231,0.372815034
114,K. Strootman,Roma,Midfielder,186,left,28,28000000," $28,000,000 ",2250,1,5.782567948,7.924252019,8.795688847,11.79360162,0.515086207,0.009975062,0.132169576,0.104738155,0.073981712,0.264339152,0.131338321,0.093931837,0.098088113,0.025768911,0.035743973,0.167938931,0.110687023,0.062022901,0.333015267,0.146946565,0.083015267,0.060114504,0.020038168,0.016221374,0.253333333,0.168888889,0,0.168888889,0.084444444,0,0,0,0,1.16,0.12,0.2,0,0.32,0.36,0.08,0.08,0.666666667,0.047619048,0.285714286,0.0609319,0.039426523,0.032258065,0.103942652,0.11827957,0.096774194,0.168458781,0.154121864,0.129032258,0.050179211,0.021505376,0.025089606,0.44,3.64,1.6,1.8,2.16,0.5,3.64,12.92,14.96,14.72,14.84,0.64,0.96,5.16,3.16,2.48,2.84,2.44,2.92,2.84,4.72,3.28,0.427691589
116,G. Wijnaldum,Liverpool,Midfielder,175,right,27,30000000," $30,000,000 ",2346,1,5.173753281,7.104394414,10.06299213,12.69111135,0.431020408,0.001795332,0.138240575,0.163375224,0.101436266,0.177737882,0.140933573,0.127468582,0.042190305,0.021543986,0.038599641,0.132752992,0.170837867,0.079434168,0.214363439,0.21218716,0.104461371,0.031556039,0.029379761,0.025027203,0.279825486,0.209869114,0.069956371,0.349781856,0,0.139912743,0.069956371,0,0,0.115089514,0.076726343,0.038363171,0.038363171,0.728900256,0.115089514,0.460358056,0.076726343,0.055555556,0.805555556,0.138888889,0.079812207,0.037558685,0.042253521,0.14084507,0.089201878,0.154929577,0.126760563,0.103286385,0.117370892,0.042253521,0.014084507,0.051643192,0.421994885,3.452685422,1.457800512,1.227621483,1.227621483,0.388888889,3.375959079,14.92327366,15.95907928,14.53964194,12.81329923,0.959079284,0.690537084,3.721227621,3.721227621,3.452685422,1.841432225,1.803069054,2.877237852,4.488491049,3.721227621,3.299232737,0.380330125
118,M. Depay,Olympique Lyonnais,Forward,176,right,24,45000000," $45,000,000 ",2553,15,3.571242398,6.598691356,5.683753258,11.0502344,0.379928315,0.017758047,0.172031077,0.064372919,0.024417314,0.290788013,0.099889012,0.048834628,0.145394007,0.067702553,0.044395117,0.150793651,0.028769841,0.007936508,0.442460317,0.116071429,0.040674603,0.130952381,0.057539683,0.024801587,0.287444636,0,0,1.149778542,0.215583478,0.143722316,1.365362016,0.143722316,0.071861158,1.128084606,0.493537015,0.493537015,0.141010576,1.480611046,0.528789658,0.705052879,0.17626322,0.134146341,0.804878049,0.06097561,0.069364162,0,0.005780347,0.184971098,0.023121387,0.011560694,0.283236994,0.115606936,0.040462428,0.156069364,0.086705202,0.023121387,0.105757932,1.656874266,0.528789659,1.16333725,1.797884841,0.1875,3.243243243,9.412455934,7.156286722,9.024676851,14.38307873,0.669800235,0.846063455,1.33960047,3.807285546,2.432432432,1.092831962,1.797884841,1.833137485,1.445358402,1.797884841,5.146886016,0.420468275
122,D. Mertens,Napoli,Forward,169,right,31,30000000," $30,000,000 ",3018,13,3.190016103,5.888998933,5.750402576,10.34192393,0.342240493,0.044474394,0.052560647,0.067385445,0.033692722,0.199460916,0.15902965,0.138814016,0.123989218,0.105121294,0.0606469,0.035175879,0.054271357,0.012060302,0.182914573,0.293467337,0.086432161,0.144723618,0.132663317,0.058291457,0.172826676,0.057608893,0,0.51848003,0.460871137,0.172826676,0.51848003,0.403262244,0.057608893,0.41749503,0.447316103,0.477137177,0.238568588,0.984095428,0.984095428,0.387673955,0.685884692,0.215686275,0.725490196,0.058823529,0.005405405,0.010810811,0.010810811,0.075675676,0.032432432,0.064864865,0.178378378,0.216216216,0.118918919,0.102702703,0.145945946,0.037837838,0.238568588,1.312127237,0.715705765,0.864811133,1.729622266,0.125,2.952286282,5.248508946,5.964214712,8.677932406,15.08946322,0.477137177,0.268389662,1.073558648,1.998011928,2.952286282,0.864811133,1.491053678,1.640159046,1.610337972,1.520874751,2.803180915,0.274450118
123,O. Toivonen,Toulouse,Forward,192,right,32,0, $- ,768,0,3.814487633,7.55106758,6.086572438,11.70437918,0.353159851,0.005,0.1,0.125,0.085,0.17,0.14,0.09,0.11,0.07,0.075,0.093333333,0.066666667,0.071111111,0.182222222,0.297777778,0.12,0.026666667,0.115555556,0.026666667,0.234375,0,0,0,0,0,0,0,0,0.1171875,0.1171875,0.1171875,0,0.703124999,0,0.937499999,0.3515625,0.176470588,0.470588235,0.352941176,0.012345679,0,0.012345679,0.086419753,0.098765432,0.061728395,0.209876543,0.185185185,0.197530864,0.037037037,0.086419753,0.012345679,1.171875,2.34375,0.703125,2.109375,2.34375,0.446808511,8.5546875,5.15625,7.3828125,7.8515625,7.734375,0.46875,0.234375,1.171875,0.3515625,1.640625,0.8203125,0.703125,0.8203125,1.9921875,2.2265625,0.8203125,0.364240129
130,S. de Vrij,Lazio,Defender,189,right,26,40000000," $40,000,000 ",3039,6,6.968363136,9.331037708,13.97340669,14.80290167,0.667551427,0,0.246781116,0.254649499,0.170958512,0.152360515,0.054363376,0.057939914,0.020028612,0.003576538,0.004291845,0.188700565,0.633898305,0.072316384,0.02259887,0.070056497,0.005649718,0,0.006779661,0,0.088845015,0.044422507,0,0,0.044422507,0,0,0,0,0,0,0,0,0.088845015,0,0.266535044,0,0.083333333,0.583333333,0.333333333,0.10952381,0.180952381,0.104761905,0.128571429,0.204761905,0.119047619,0.023809524,0.076190476,0.033333333,0,0.00952381,0.00952381,2.3988154,7.285291214,1.243830207,1.303060217,0.207305035,0.653333333,5.508390918,13.53405726,13.74136229,12.05330701,6.84106614,0.621915104,0.266535044,2.783810464,1.599210267,2.991115499,1.717670286,1.510365252,1.184600197,3.583415597,2.309970385,1.243830207,0.377874384
132,T. Kongolo,Huddersfield Town,Defender,188,left,24,10000000," $10,000,000 ",1306,0,3.936305732,7.612575475,5.302547771,10.33142467,0.453051643,0,0.289230769,0.153846154,0.021538462,0.353846154,0.030769231,0.009230769,0.058461538,0.024615385,0.006153846,0.419475655,0.029962547,0.007490637,0.404494382,0.011235955,0,0.116104869,0.007490637,0.003745318,0.275650842,0,0.137825421,0,0.137825421,0,0,0,0,1.378254211,0,0.137825421,0,0.068912711,0.068912711,0.068912711,0,0.666666667,0.333333333,0,0.33908046,0.120689655,0,0.247126437,0.040229885,0,0.166666667,0.040229885,0.011494253,0.034482759,0,0,3.032159265,6.13323124,2.41194487,1.722817764,0.758039816,0.611940299,5.581929556,5.513016845,4.82388974,5.030627871,5.719754977,0.551301685,0.344563553,0.826952527,1.860643185,1.17151608,0.826952527,1.309341501,0.551301685,0.964777948,1.033690658,1.378254211,0.375281183
134,B. Martins Indi,Stoke City,Defender,185,left,26,10000000," $10,000,000 ",1241,0,5.273556231,8.477812377,9.094224924,14.15408563,0.549019608,0,0.213793103,0.3,0.124137931,0.15862069,0.062068966,0.055172414,0.017241379,0.013793103,0.010344828,0.427835052,0.329896907,0.041237113,0.144329897,0.020618557,0.005154639,0.020618557,0.010309278,0,0,0.07252216,0,0,0,0,0,0,0,0.217566479,0,0,0,0.07252216,0,0.145044319,0,1,0,0,0.179487179,0.162393162,0.102564103,0.205128205,0.179487179,0.05982906,0.068376068,0.025641026,0.008547009,0,0.008547009,0,2.973408541,5.221595488,1.160354553,1.885576148,0.217566479,0.516666667,5.729250604,5.729250604,5.584206285,6.38195004,4.423851732,0.217566479,0.07252216,1.813053989,0.870265915,1.522965351,0.290088638,0.435132957,0.725221595,0.797743755,1.813053989,0.870265915,0.292513583
151,J. Guidetti,Deportivo Alaves,Forward,185,right,26,5000000," $5,000,000 ",1279,3,2.792019347,6.054656956,4.598548972,9.997985164,0.386111111,0.022556391,0.063909774,0.086466165,0.078947368,0.161654135,0.131578947,0.142857143,0.146616541,0.086466165,0.056390977,0.068345324,0.053956835,0.061151079,0.194244604,0.18705036,0.161870504,0.071942446,0.115107914,0.086330935,0,0.100524964,0.201049928,0.100524964,0.100524964,0.100524964,0,0,0.100524964,0.281469898,0.703674746,0.070367475,0.562939797,0.844409694,0.351837373,0.422204848,0.422204848,0.344827586,0.586206897,0.068965517,0.024390244,0.008130081,0.016260163,0.105691057,0.056910569,0.056910569,0.170731707,0.113821138,0.195121951,0.048780488,0.146341463,0.056910569,0.281469898,1.759186865,0.422204848,2.181391712,2.040656763,0.34375,7.107114934,4.081313526,4.010946052,4.573885848,5.559030493,0.281469898,0.070367475,0.422204848,0.562939797,0.77404222,0.562939797,0.492572322,0.633307271,0.633307271,0.985144644,0.77404222,0.320572387
159,J. Gouweleeuw,Augsburg,Defender,188,right,27,8000000," $8,000,000 ",2386,0,6.778131635,11.07866093,9.524416136,14.41129913,0.615664845,0.003340757,0.138084633,0.268374165,0.199331849,0.061247216,0.053452116,0.150334076,0.013363029,0.020044543,0.061247216,0.153374233,0.216257669,0.457055215,0.021472393,0.039877301,0.09202454,0.006134969,0.004601227,0.009202454,0,0,0.396060352,0,0,0.113160101,0,0.05658005,0,0.075440067,0.301760268,0.037720034,0.075440067,0.1131601,0.075440067,0.188600167,0.150880134,0.142857143,0.357142857,0.5,0.066445183,0.109634551,0.176079734,0.063122924,0.149501661,0.235880399,0.019933555,0.026578073,0.112956811,0.003322259,0.016611296,0.019933555,2.414082146,5.884325231,2.414082146,1.621961442,0.716680637,0.517985612,6.487845767,6.865046102,7.69488684,7.279966471,6.336965633,0.603520536,0.377200335,2.904442582,1.810561609,2.036881811,1.961441744,1.244761106,0.980720872,2.376362112,2.678122381,1.735121542,0.36647816
160,D. Janmaat,Watford,Defender,185,right,29,6000000," $6,000,000 ",1810,3,5.337491793,9.115932004,6.896257387,12.2710199,0.464720195,0.011058452,0.017377567,0.12164297,0.27014218,0.011058452,0.058451817,0.249605055,0.028436019,0.064770932,0.127962085,0.001709402,0.015384615,0.406837607,0,0.017094017,0.365811966,0,0.008547009,0.184615385,0,0,0.169060773,0,0,0.422651934,0,0,0.25359116,0,2.933701657,0,0.64640884,0.64640884,0.149171271,0.099447514,0.248618784,0.173913043,0.695652174,0.130434783,0,0.055813953,0.358139535,0,0.013953488,0.255813953,0,0.027906977,0.176744186,0.004651163,0.009302326,0.097674419,2.038674033,5.320441989,1.988950276,1.193370166,1.541436464,0.553191489,5.569060773,7.259668508,6.314917127,7.657458564,10.64088398,0.497237569,0.397790055,1.143646409,2.585635359,2.386740331,0.845303867,1.640883978,1.591160221,2.237569061,1.988950276,2.486187845,0.413516767
173,R. van La Parra,Huddersfield Town,Midfielder,181,right,27,4000000," $4,000,000 ",2125,2,2.987690504,6.070395519,4.196951934,9.21409809,0.297101449,0.011538462,0.205769231,0.080769231,0.053846154,0.217307692,0.101923077,0.076923077,0.140384615,0.051923077,0.034615385,0.225473322,0.030981067,0.053356282,0.34595525,0.048192771,0.08605852,0.137693632,0.029259897,0.04302926,1.094117648,0.218823531,0.291764706,0.729411764,0.218823531,0.218823531,0.875294117,0,0.145882353,2.329411765,0.465882353,0.72,0.211764706,1.016470588,0.465882353,0.169411765,0.042352941,0.075,0.925,0,0.165957447,0.004255319,0.034042553,0.212765957,0.046808511,0.055319149,0.234042553,0.034042553,0.038297872,0.106382979,0.017021277,0.05106383,0.254117647,3.218823529,1.44,1.270588235,1.651764706,0.321428571,3.218823529,6.225882353,4.701176471,4.743529412,7.284705882,0.296470588,0.423529412,1.058823529,2.117647059,1.482352941,0.635294118,1.228235294,1.609411765,1.355294118,1.058823529,2.414117647,0.321156481
174,F. Duricic,Benevento,Midfielder,181,right,26,1500000," $1,500,000 ",977,0,3.952443857,6.970296766,6.438573316,11.40177709,0.414634146,0.023255814,0.159468439,0.109634551,0.086378738,0.202657807,0.086378738,0.089700997,0.109634551,0.049833887,0.056478405,0.179487179,0.118589744,0.076923077,0.291666667,0.105769231,0.080128205,0.064102564,0.041666667,0.041666667,0.962128965,0.320709655,0.481064483,1.122483793,0.481064483,0.320709655,0,0.160354828,0.481064483,0.184237462,0.276356192,0.184237462,0.092118731,0.736949846,0.276356193,0.092118731,0.092118731,0.153846154,0.846153846,0,0.115789474,0.010526316,0.021052632,0.242105263,0.063157895,0.094736842,0.242105263,0.042105263,0.084210526,0.052631579,0.021052632,0.010526316,0.460593654,2.579324463,1.381780962,1.658137155,1.197543501,0.130434783,2.026612078,7.277379734,7.553735926,9.764585466,11.60696008,0.644831116,0.276356192,1.658137155,3.039918117,1.289662231,1.473899693,1.289662231,1.289662231,2.026612078,2.026612078,3.224155578,0.356614115
179,L. Narsingh,Swansea City,Midfielder,175,right,27,5000000," $5,000,000 ",610,1,3.53539823,6.753570728,4.424778761,8.968093539,0.284313725,0.006024096,0.018072289,0.018072289,0.222891566,0.006024096,0.084337349,0.385542169,0,0.102409639,0.13253012,0.005813953,0.011627907,0.151162791,0.005813953,0.01744186,0.505813953,0.005813953,0.01744186,0.279069767,0,0.531147541,0.796721311,0,0,0.531147541,0,0,0.796721311,0.295081967,2.508196721,0.147540984,0.885245902,0.295081967,0,0.147540983,0.885245902,0.333333333,0.666666667,0,0.020408163,0.020408163,0.183673469,0,0,0.163265306,0.040816327,0.06122449,0.346938776,0,0.020408163,0.142857143,0.147540984,2.06557377,0.737704918,0.885245902,1.62295082,0.086956522,2.213114754,5.31147541,3.393442623,4.573770492,9.737704918,0,0.590163934,1.180327869,2.655737705,1.032786885,0.295081967,1.032786885,1.475409836,0.590163934,0.737704918,3.836065574,0.316593966
192,J. Vukovic,Hellas Verona,Defender,195,left,30,2000000," $2,000,000 ",1334,1,6.639364303,9.609932927,12.4792176,16.16924513,0.62475442,0,0.29954955,0.220720721,0.175675676,0.153153153,0.031531532,0.040540541,0.015765766,0.006756757,0.009009009,0.479087452,0.380228137,0.019011407,0.068441065,0.038022814,0.003802281,0.007604563,0.003802281,0,0.283358321,0.094452774,0,0,0,0,0,0,0,0.067466267,0.067466267,0,0,0,0,0.202398801,0,0.333333333,0,0.666666667,0.111111111,0.277777778,0.013888889,0.194444444,0.152777778,0.027777778,0.111111111,0.041666667,0,0,0.055555556,0.013888889,4.182908546,9.242878561,0.404797601,1.821589205,0.472263868,0.544117647,7.016491754,7.556221889,7.151424288,6.611694153,4.587706147,0.404797601,0.337331334,1.821589205,0.944527736,1.07946027,1.214392804,0.877061469,0.472263868,1.956521739,1.349325337,1.07946027,0.33265378
254,R. Rosales,Malaga,Defender,175,right,29,2500000," $2,500,000 ",3125,1,5.157819225,9.070875879,6.365494978,11.98441999,0.488135593,0.005300353,0.018551237,0.113074205,0.291519435,0.016784452,0.046819788,0.304770318,0.012367491,0.035335689,0.113957597,0,0.009689922,0.486434109,0.001937984,0.003875969,0.374031008,0.003875969,0,0.120155039,0,0,0.3744,0,0,0.213942857,0.053485714,0,0.106971429,0.0864,2.7648,0.0288,0.3168,0.3456,0,0,0.0576,0.214285714,0.785714286,0,0.005208333,0.044270833,0.3125,0,0.015625,0.325520833,0,0.0234375,0.1953125,0.002604167,0.005208333,0.0703125,1.7856,5.5008,2.1024,0.9792,1.4112,0.563636364,4.9536,7.8336,6.7392,7.3728,8.4096,0.3168,0.432,2.6784,2.0448,1.3248,1.3536,1.9008,1.3536,1.2672,3.1104,2.2464,0.450512755
262,L. Fer,Swansea City,Midfielder,188,right,28,8000000," $8,000,000 ",1396,1,4.230352304,7.109213908,8.729900632,14.27070496,0.398637138,0.016326531,0.132653061,0.146938776,0.179591837,0.093877551,0.104081633,0.163265306,0.042857143,0.024489796,0.073469388,0.048543689,0.189320388,0.186893204,0.053398058,0.245145631,0.216019417,0.004854369,0.009708738,0.046116505,0,0.230249693,0.460499386,0.076749898,0.230249693,0.383749488,0,0.076749898,0.076749898,0,0.451289398,0,0,0.257879656,0.064469914,0.257879656,0.193409742,0.416666667,0.333333333,0.25,0.050847458,0.039548023,0.073446328,0.056497175,0.107344633,0.276836158,0.028248588,0.096045198,0.18079096,0,0.039548023,0.050847458,0.709169054,3.610315186,1.676217765,1.805157593,1.611747851,0.605263158,5.222063037,9.670487106,10.44412607,8.767908309,10.44412607,0.451289398,0.386819484,0.967048711,2.643266476,2.127507163,1.418338109,1.031518625,1.934097421,2.385386819,0.967048711,2.836676218,0.427147585
284,M. van der Hoorn,Swansea City,Defender,190,right,25,2500000," $2,500,000 ",1952,1,6.178750897,9.86949654,9.04235463,13.326161,0.531966224,0.001494768,0.071748879,0.310911809,0.292974589,0.01793722,0.058295964,0.171898356,0.001494768,0.013452915,0.031390135,0.005319149,0.145390071,0.668439716,0,0.014184397,0.147163121,0.00177305,0.003546099,0.014184397,0,0,0,0,0,0.138319672,0,0,0,0,0.414959016,0,0.046106557,0.092213115,0.046106557,0.276639344,0,0.222222222,0.333333333,0.444444444,0.02259887,0.141242938,0.254237288,0,0.129943503,0.259887006,0,0.016949153,0.124293785,0.005649718,0.028248588,0.016949153,3.181352459,6.454918033,1.705942623,1.521516393,0.322745902,0.533898305,6.086065574,8.4375,10.18954918,11.11168033,8.760245902,0,0.092213115,2.443647541,1.198770492,2.62807377,1.659836066,1.290983607,0.829918033,2.858606557,2.397540984,1.244877049,0.399199626
340,Cuco Martina,Stoke City,Defender,185,right,28,2500000," $2,500,000 ",1830,0,4.653543307,8.400570932,6.479103574,11.55713158,0.441495778,0.00456621,0.220700152,0.149162861,0.083713851,0.211567732,0.059360731,0.080669711,0.066971081,0.04718417,0.01674277,0.322992701,0.034671533,0.122262774,0.260948905,0.009124088,0.098540146,0.080291971,0,0.071167883,0.06557377,0,0,0,0.06557377,0,0,0,0,0.836065574,1.278688525,0.098360656,0.344262295,0.098360656,0.049180328,0,0,0,1,0,0.338235294,0.040441176,0.084558824,0.216911765,0.007352941,0.0625,0.139705882,0.014705882,0.040441176,0.025735294,0.003676471,0.025735294,3.540983607,7.819672131,2.704918033,1.62295082,1.475409836,0.378378378,5.360655738,9.885245902,8.016393443,7.62295082,8.557377049,0.393442623,0.442622951,1.721311475,3,0.836065574,1.081967213,1.327868852,1.327868852,1.229508197,1.721311475,2.409836066,0.416823025
